Value						Probability		Ex1		Ex2		Ex3		Ex4		Ex5		Ex6		Ex7		Ex8		Ex9		Ex10

           00000			0.2918			0.3030	0.3043	0.2942	0.3002	0.2648	0.2428	0.3077	0.3035	0.3031	0.2942
           11111			0.2198			0.2118	0.2242	0.2435	0.2202	0.2262	0.1724	0.2323	0.2233	0.2256	0.2184
           00010			0.1131			0.1113	0.1130	0.1132	0.1166	0.1063	0.0975	0.1212	0.1154	0.1104	0.1259
           11110			0.0498			0.0613	0.0549	0.0392	0.0383	0.0443	0.0521	0.0363	0.0537	0.0625	0.0558
           01111			0.0394			0.0299	0.0464	0.0443	0.0447	0.0471	0.0339	0.0493	0.0411	0.0294	0.0277
           00011			0.0351			0.0409	0.0271	0.0288	0.0321	0.0612	0.0293	0.0264	0.0320	0.0320	0.0411
           10111			0.0296			0.0229	0.0255	0.0294	0.0306	0.0229	0.0638	0.0261	0.0236	0.0281	0.0228
           11011			0.0250			0.0266	0.0249	0.0267	0.0233	0.0233	0.0193	0.0303	0.0255	0.0256	0.0249
           11101			0.0230			0.0205	0.0222	0.0226	0.0238	0.0249	0.0186	0.0237	0.0254	0.0239	0.0247
           00001			0.0198			0.0251	0.0190	0.0188	0.0182	0.0247	0.0209	0.0139	0.0165	0.0229	0.0183
           01000			0.0182			0.0123	0.0134	0.0132	0.0151	0.0103	0.0586	0.0142	0.0150	0.0132	0.0171
           11100			0.0174			0.0270	0.0127	0.0103	0.0160	0.0264	0.0154	0.0126	0.0150	0.0156	0.0236
           10000			0.0141			0.0121	0.0138	0.0164	0.0172	0.0143	0.0140	0.0149	0.0146	0.0144	0.0094
           01011			0.0115			0.0085	0.0110	0.0129	0.0117	0.0104	0.0145	0.0162	0.0098	0.0085	0.0114
           10110			0.0096			0.0105	0.0077	0.0087	0.0094	0.0095	0.0208	0.0060	0.0050	0.0100	0.0089
           10100			0.0091			0.0077	0.0094	0.0100	0.0106	0.0094	0.0112	0.0071	0.0093	0.0076	0.0087
           01110			0.0088			0.0100	0.0112	0.0085	0.0073	0.0072	0.0104	0.0073	0.0099	0.0078	0.0079
           01010			0.0086			0.0068	0.0059	0.0074	0.0088	0.0067	0.0248	0.0055	0.0066	0.0061	0.0073
           10010			0.0070			0.0065	0.0070	0.0077	0.0068	0.0055	0.0095	0.0060	0.0070	0.0084	0.0060
           00100			0.0067			0.0045	0.0070	0.0083	0.0068	0.0081	0.0072	0.0073	0.0070	0.0054	0.0057
           00111			0.0060			0.0042	0.0052	0.0056	0.0067	0.0055	0.0131	0.0052	0.0051	0.0048	0.0044
           11010			0.0057			0.0084	0.0065	0.0038	0.0055	0.0046	0.0051	0.0042	0.0068	0.0050	0.0071
           10011			0.0050			0.0043	0.0049	0.0039	0.0043	0.0051	0.0082	0.0043	0.0051	0.0049	0.0050
           01101			0.0041			0.0035	0.0038	0.0038	0.0048	0.0056	0.0029	0.0040	0.0049	0.0040	0.0037
           10101			0.0039			0.0029	0.0032	0.0038	0.0049	0.0040	0.0073	0.0026	0.0023	0.0038	0.0039
           11000			0.0038			0.0038	0.0028	0.0031	0.0034	0.0046	0.0054	0.0029	0.0042	0.0035	0.0043
           00110			0.0035			0.0031	0.0040	0.0028	0.0037	0.0033	0.0054	0.0023	0.0035	0.0039	0.0031
           01100			0.0030			0.0038	0.0022	0.0016	0.0023	0.0060	0.0048	0.0023	0.0031	0.0017	0.0023
           11001			0.0026			0.0020	0.0017	0.0031	0.0028	0.0028	0.0010	0.0033	0.0028	0.0031	0.0033
           01001			0.0024			0.0017	0.0026	0.0031	0.0011	0.0018	0.0061	0.0032	0.0010	0.0022	0.0013
           10001			0.0013			0.0021	0.0010	0.0009	0.0011	0.0016	0.0018	0.0006	0.0011	0.0015	0.0012
           00101			0.0012			0.0010	0.0015	0.0006	0.0016	0.0016	0.0020	0.0009	0.0011	0.0011	0.0007
