Value						Probability		Ex1		Ex2		Ex3		Ex4		Ex5		Ex6		Ex7		Ex8		Ex9		Ex10

0000000000000000			0.0471			0.0459	0.0516	0.0490	0.0507	0.0507	0.0514	0.0502	0.0287	0.0516	0.0416
0000100000000100			0.0208			0.0193	0.0173	0.0198	0.0183	0.0200	0.0260	0.0212	0.0251	0.0211	0.0194
1111111111111111			0.0154			0.0155	0.0165	0.0172	0.0201	0.0140	0.0192	0.0172	0.0072	0.0134	0.0140
0000010000001000			0.0123			0.0117	0.0148	0.0133	0.0128	0.0112	0.0149	0.0129	0.0068	0.0138	0.0103
0000000000100000			0.0096			0.0095	0.0106	0.0089	0.0084	0.0084	0.0120	0.0096	0.0059	0.0123	0.0106
0000100000000000			0.0074			0.0061	0.0073	0.0093	0.0078	0.0081	0.0077	0.0074	0.0045	0.0083	0.0072
0000000100100000			0.0073			0.0081	0.0090	0.0095	0.0072	0.0059	0.0083	0.0073	0.0038	0.0062	0.0073
0001000000000000			0.0067			0.0056	0.0070	0.0072	0.0074	0.0065	0.0084	0.0077	0.0039	0.0078	0.0059
1111101111110111			0.0062			0.0049	0.0066	0.0065	0.0079	0.0042	0.0088	0.0085	0.0040	0.0051	0.0057
0000000100000000			0.0060			0.0070	0.0070	0.0066	0.0054	0.0054	0.0070	0.0056	0.0035	0.0071	0.0059
0000000000000100			0.0057			0.0052	0.0076	0.0051	0.0055	0.0046	0.0044	0.0055	0.0068	0.0056	0.0066
0000110000001100			0.0055			0.0052	0.0068	0.0048	0.0054	0.0055	0.0043	0.0061	0.0065	0.0059	0.0046
0000001000000000			0.0053			0.0055	0.0054	0.0040	0.0098	0.0055	0.0054	0.0057	0.0034	0.0045	0.0040
1111111011111111			0.0053			0.0048	0.0043	0.0060	0.0062	0.0059	0.0072	0.0063	0.0024	0.0057	0.0043
1111111011011111			0.0049			0.0042	0.0057	0.0062	0.0045	0.0043	0.0067	0.0063	0.0031	0.0045	0.0039
1100000000000000			0.0043			0.0057	0.0038	0.0034	0.0038	0.0044	0.0045	0.0042	0.0024	0.0060	0.0050
