VALUES		COUNTS

0000000000000000	333
0011000001111100	315
0000000000000100	269
0000000000001000	91
0011000001110100	90
0000000000001100	77
0011000000111100	52
0001000001111100	42
0011000001011100	40
0011000001110000	40
0011000001111000	34
0010000001111100	32
0011000001101100	30
0001000001101100	27
0000000001000000	24
0001000000000100	24
0010000000010000	24
0001000000000000	21
0010000001011100	20
0000000001000100	18
0001000001110100	18
0011000001010100	18
0000000000010100	15
0000000000100000	14
0001000000100100	14
0000000000100100	13
0010000000011100	13
0011000000110100	13
0010000000011000	12
0010000000010100	11
0011000001100100	10
0001000000100000	9
0010000001110100	9
0011000001010000	9
0000000000010000	8
0001000001100100	8
0001000001110000	8
0010000000000000	8
0011000000110000	8
0000000001100100	7
0000000001101100	7
0001000000101100	7
0001000001100000	7
0010000000000100	7
0010000001010100	7
0011000000101100	7
0000000000011100	6
0001000000001100	6
0001000000110000	6
0001000001011100	6
0010000001111000	6
0000000000101100	5
0000000001001100	5
0001000000111100	5
0010000000110000	5
0010000000110100	5
0011000000011100	5
0011000001001100	5
0000000001001000	4
0001000000001000	4
0001000000101000	4
0001000001101000	4
0001000001111000	4
0010000000111100	4
0010000001010000	4
0010000001110000	4
0011000000111000	4
0000000000101000	3
0000000001111100	3
0010000000001100	3
0010000000100100	3
0010000001011000	3
0011000000001100	3
0011000000010000	3
0011000000100100	3
0011000001100000	3
0000000000110000	2
0000000000111100	2
0000000001010000	2
0000000001011100	2
0000000001100000	2
0000000001110100	2
0001000000010100	2
0001000000110100	2
0001000001000100	2
0001000001001100	2
0010000000001000	2
0010000001000100	2
0010000001100100	2
0011000000010100	2
0011000000011000	2
0011000001000000	2
0011000001101000	2
0000000000011000	1
0000000000110100	1
0000000001011000	1
0000000001111000	1
0001000000010000	1
0001000000011000	1
0001000000011100	1
0001000001000000	1
0010000000111000	1
0010000001001100	1
0010000001101100	1
0011000000000000	1
0011000000100000	1
0011000000101000	1
0011000001000100	1
0011000001011000	1
