N		Error

   5 0.71500000000000007994
  10 0.51000000000000000888
  15 0.45999999999999996447
  20 0.27000000000000001776
  25 0.27000000000000001776
  30 0.21499999999999996891
  35 0.16500000000000003553
  40 0.13000000000000000444
  45 0.08999999999999996891
  50 0.06999999999999995115
  75 0.04500000000000003997
 100 0.04000000000000003553
 200 0.00500000000000000444
 500 0.00500000000000000444
