VALUES		COUNTS

0000000000001000	22
0000000010001000	8
0000000000000000	5
1000010000000000	4
0111101111111111	4
0000000100001000	3
1000010010001000	3
1111111111111111	3
0001000000001000	2
0001000000011000	2
1000111001101010	2
1001010000011000	2
0110000000001000	2
0111101111111110	2
1111111011111110	2
1110111111101111	2
1111111111111101	2
1000000000000000	1
0000000100001100	1
1000000000001000	1
0001000010001000	1
0000000001001000	1
0000000000001010	1
0000000000101000	1
0000000010101000	1
0100000000101000	1
0000000111101110	1
0000001011000000	1
0001101011000010	1
0000101001101000	1
0000101001101010	1
0001101001101010	1
1101000010010000	1
0000000000011000	1
0000000110011100	1
0101101111111110	1
1000010000001000	1
1000010011001100	1
1001110001101010	1
1000011000001000	1
1000011111101100	1
1100111111100110	1
1000010000010000	1
1001010100010100	1
1000010000011000	1
1001111001110110	1
0001011101111110	1
0110000000000000	1
0010000000001000	1
0010000010001000	1
0110000100001000	1
1110000000001000	1
1110000000001010	1
0111100011100110	1
0110001011000100	1
1010101101101110	1
0111000000010000	1
0111000000011000	1
0111000001011100	1
1011100111111110	1
0111001111011100	1
0110101010011000	1
0111101111110110	1
0111001111111110	1
0110101011111110	1
0111101011111010	1
0111101101111110	1
0010010010001000	1
1110010100001100	1
1111111111001110	1
1110111101100100	1
1110111111101100	1
1111111111101100	1
1111111011100110	1
1111110010111110	1
1011110001111010	1
1111110111111110	1
1111011011010100	1
0111111011011110	1
1111111011011010	1
1010111010110100	1
1111111010110000	1
1111111111111100	1
1111111111110110	1
0111011011111110	1
1111011111111110	1
1010111101111110	1
1110111111111110	1
0000000110000101	1
0001000000000001	1
0000000000001001	1
0000000110001101	1
0001000100001001	1
0000001100001101	1
0100101111100111	1
1100101101101011	1
0000000100110011	1
0101101111111101	1
0101101111110111	1
1000010100001001	1
1000011101100011	1
1100111111100111	1
1101111111100111	1
1001010000010101	1
1001110111110111	1
1000111011110011	1
1001111100111011	1
1001111101111011	1
1101111111111111	1
0010000000001001	1
0110000100001101	1
0110100111101111	1
0111101111000111	1
0110101101100011	1
0110101111100111	1
0010101111101011	1
0110101111101111	1
0011000110011101	1
0011100111011111	1
1111101111010111	1
1111001111011111	1
1111101111110101	1
0111101111111101	1
0111001111111111	1
0111101010111111	1
0110101111111111	1
0011101101111111	1
0111101011111111	1
1110010110000101	1
1110010000001001	1
1110010111100111	1
1110111001001111	1
1110111111101001	1
1110111111100111	1
1010111111101111	1
1111010010010111	1
1111110111111101	1
1111110110111111	1
1111111111111001	1
1010111111110111	1
1111111111110111	1
1010111111111111	1
0011111111111111	1
1011111101111011	1
1111111011111011	1
1111111101111011	1
1111111111111011	1
