N		Error

   5 0.97499999999999997780
  10 0.98499999999999998668
  15 0.97999999999999998224
  20 0.92999999999999993783
  25 0.94499999999999995115
  30 0.94499999999999995115
  35 0.96999999999999997335
  40 0.94499999999999995115
  45 0.93500000000000005329
  50 0.93500000000000005329
  75 0.85499999999999998224
 100 0.84999999999999997780
 200 0.76500000000000001332
 500 0.65000000000000002220
