VALUES		COUNTS

000000000000	1051
111111111111	395
000010001000	160
000000001000	148
000000100000	147
000001000000	137
000000010000	131
000010000000	118
000100000100	117
000011111000	107
111101110111	100
111111011111	98
000001010000	95
001000000000	93
111111110111	89
001000000010	86
110111111111	82
111101111111	80
111011111011	76
000000000100	73
111100000111	70
111111111011	65
000001110000	61
111111101111	57
111110111111	55
000000000010	53
000011011000	53
111011111111	51
111110001111	45
111110101111	45
000001100000	45
000000000001	44
100000000000	43
011111111111	43
110111111101	42
111111111101	42
101111111111	36
111111111110	35
000100000000	34
000010101000	33
000011110000	33
110111011111	33
111101010111	32
111000000011	26
000000110000	25
010000000000	25
111101011111	25
111100100111	24
110101110111	24
111100110111	23
000000011000	22
000111111100	22
111001110111	21
000011101000	21
111011011011	21
111100001111	20
111111010111	20
111110000111	19
000001111000	19
000011001000	19
111111001111	19
000001011000	18
111101100111	18
110011111001	18
000000101000	17
110000000001	17
000010011000	17
000010111000	17
001010001010	17
111001110011	17
110101111111	16
001000001000	15
000100100100	15
111100111111	15
000010100000	15
000001001000	15
001001000000	15
001000010000	14
111100010111	14
110110101111	14
000101010100	14
110111110111	14
001000000100	13
001000100010	13
001000001010	13
001010000000	13
001010001000	13
011101110111	13
111101110011	13
111011110011	13
000000100100	12
010000000001	12
111100000110	12
000010010000	12
111110101110	12
111110111011	12
001001010000	12
000101000100	12
110101110101	12
111101110101	12
000011010000	12
111011011111	12
111111011011	12
001000010010	11
000100010100	11
000100001100	11
001100000110	11
100010000000	11
111010101011	11
111010111111	11
000110001100	11
111110111101	11
111001111111	11
101101110111	11
111101110110	11
111101111011	11
000011000000	11
000011100000	11
110111111011	11
000100001000	10
110100000111	10
001100000100	10
011100000111	10
000010110000	10
001010101010	10
111010111011	10
110110111111	10
111110100111	10
111110110111	10
111110011111	10
000101110100	10
101101111111	10
001111111110	10
101111111110	10
111111110110	10
111111100111	10
000000010100	9
001000100000	9
000010001100	9
000010001010	9
101110111111	9
111001010011	9
110011111011	9
110011111111	9
001011111010	9
111011101111	9
000111011100	9
100111111111	9
011111110111	9
011111011111	9
000000100001	8
100000001000	8
000110111100	8
110110001111	8
011110101111	8
011110111111	8
000001000100	8
001001000010	8
110101111101	8
011101111111	8
000011111100	8
101011111011	8
111011111001	8
000111111000	8
110111110101	8
001111111100	8
101111110111	8
101111101111	8
111111101011	8
000000001010	7
100000000001	7
101000000000	7
111100000011	7
111100101111	7
001010000010	7
000110000100	7
000110101100	7
110110111101	7
011110000111	7
100001000000	7
111001111011	7
000011011010	7
100011111000	7
110011111101	7
011011111011	7
111011111010	7
000111000100	7
000111110100	7
110111111001	7
011111111011	7
111111110101	7
111111110011	7
000000001100	6
000000110010	6
001000110000	6
111000100011	6
111000000111	6
000100100000	6
000100010000	6
110100000101	6
101100000111	6
111100011111	6
000010000100	6
000010001001	6
000110001000	6
101110101111	6
011110001111	6
111110001110	6
111110101101	6
111110101011	6
000001010100	6
100001010000	6
110001110001	6
001001010010	6
000101000000	6
110101010101	6
110101110011	6
111101111101	6
111101000111	6
111101101111	6
000011011100	6
000011111001	6
100011011000	6
001011011010	6
111011110111	6
110111111110	6
110111011101	6
001111111111	6
101111011111	6
011111101111	6
111111111010	6
111111101110	6
111111111001	6
000000100010	5
010000001000	5
001000000110	5
001000000011	5
101000000010	5
111000001111	5
000100000110	5
001100000000	5
001100000010	5
111100000101	5
000010000001	5
010010000000	5
010010001001	5
110110001101	5
110110101101	5
110110110111	5
111110001011	5
000001000010	5
110001111001	5
000101010000	5
110101000101	5
110101111011	5
110101010111	5
010011111000	5
001011011000	5
111011101011	5
010111111111	5
110111110110	5
110111010111	5
101111111011	5
011111111101	5
111111011110	5
111111011101	5
000000010001	4
000000001001	4
000000000101	4
010000000010	4
010000010001	4
110000010001	4
110000001001	4
001000000001	4
